#dt, x, y, z
905500883, 567, -558, 1110
905533879, 630, -464, 1005
905566883, 579, -572, 920
905599879, 465, -621, 842
905632883, 478, -540, 769
905665879, 529, -598, 626
905698883, 418, -641, 531
905731888, 370, -394, 448
905764883, 281, -521, 280
905797879, 91, -893, 209
905830883, 61, -871, 258
905863879, 289, -1021, 308
905896883, 310, -1128, 352
905929879, 243, -982, 335
905962883, 116, -805, 321
905995879, -53, -714, 155
906028883, -63, -676, -11
906061883, 86, -830, 103
906094883, 13, -819, 98
906127879, 12, -886, 87
906160883, -165, -1209, 107
906193879, -107, -950, 375
906226883, -82, -858, 515
906259879, -163, -830, 493
906292883, -222, -893, 288
906325879, -191, -897, 257
906358883, -90, -941, 309
906391888, -91, -940, 268
906424883, -34, -1006, 239
906457879, -4, -1040, 265
906490883, -14, -984, 283
906523879, -52, -978, 265
906556883, -72, -937, 254
906589879, -49, -936, 268
906622883, -49, -953, 261
906655879, -60, -951, 249
906688883, -54, -956, 253
906721888, -19, -973, 285
906754883, -34, -953, 310
906787879, -38, -943, 301
906820883, -26, -910, 281
906853879, -20, -810, 216
906886883, -95, -801, 169
906919879, -256, -604, 20
906952883, -112, -420, 211
906985879, 20, -430, 311
907018883, 185, -596, 340
907051888, 354, -648, 425
907084883, 670, -702, 555
907117879, 638, -690, 625
907150883, 591, -715, 601
907183879, 559, -627, 633
907216883, 751, -704, 895
907249879, 772, -692, 1023
907282883, 845, -672, 1072
907315879, 756, -671, 1072
907348883, 625, -644, 989
907381888, 469, -462, 789
907414883, 519, -407, 737
907447879, 530, -447, 733
907480883, 596, -442, 715
907513879, 532, -501, 688
907546883, 491, -557, 685
907579879, 577, -571, 727
907612883, 572, -573, 698
907645879, 591, -501, 684
907678883, 599, -438, 662
907711888, 606, -490, 676
907744883, 569, -494, 705
907777879, 541, -464, 752
907810883, 543, -462, 779
907843879, 521, -432, 770
907876883, 469, -430, 724
907909879, 502, -439, 746
907942883, 514, -450, 731
907975879, 545, -469, 741
908008883, 549, -464, 727
908041888, 529, -479, 712
908074883, 519, -467, 717
908107879, 520, -471, 707
908140883, 506, -484, 683
908173879, 546, -448, 716
908206883, 554, -428, 765
908239879, 549, -428, 787
908272883, 551, -440, 773
908305879, 552, -430, 778
908338883, 556, -442, 759
908371888, 543, -477, 736
908404883, 576, -451, 790
908437879, 550, -420, 793
908470883, 504, -461, 756
908503879, 496, -414, 795
908536883, 489, -323, 859
908569879, 480, -280, 866
908602883, 497, -366, 898
908635879, 419, -375, 830
908668883, 371, -369, 810
908701888, 305, -400, 737
908734883, 283, -411, 740
908767879, 285, -429, 742
908800883, 365, -479, 770
908833879, 383, -414, 851
908866883, 374, -376, 868
908899879, 329, -340, 817
908932883, 340, -294, 871
908965879, 343, -191, 909
908998883, 302, -95, 1021
909031888, 281, -74, 1060
909064883, 305, -53, 1065
909097879, 351, -62, 1017
909130883, 355, -83, 991
909163879, 343, -105, 981
909196883, 345, -143, 936
909229879, 336, -139, 918
909262883, 311, -140, 915
909295879, 282, -141, 911
909328883, 278, -166, 925
909361888, 237, -95, 971
909394883, 383, -58, 938
909427879, 393, -61, 940
909460883, 353, -145, 914
909493879, 469, -192, 916
909526883, 531, -195, 923
909559879, 544, -180, 931
909592883, 514, -210, 881
909625879, 472, -241, 879
909658883, 425, -243, 871
909691888, 410, -240, 875
909724883, 388, -225, 884
909757879, 399, -236, 879
909790883, 408, -255, 892
909823879, 412, -246, 892
909856883, 408, -253, 891
909889879, 416, -255, 888
909922883, 418, -244, 881
909955879, 440, -250, 874
909988883, 446, -253, 870
910021888, 465, -258, 878
910054883, 442, -268, 869
910087879, 426, -255, 868
910120883, 440, -249, 882
910153879, 448, -250, 892
910186883, 431, -243, 886
910219879, 427, -244, 873
910252883, 436, -254, 888
910285879, 427, -254, 880
910318883, 419, -251, 867
910351888, 433, -240, 878
910384883, 481, -245, 885
910417879, 472, -246, 876
910450883, 447, -252, 856
910483879, 445, -262, 854
910516883, 489, -244, 896
910549879, 491, -225, 890
910582883, 479, -245, 854
910615879, 478, -277, 843
910648883, 461, -272, 846
910681888, 451, -244, 867
910714883, 473, -240, 886
910747879, 479, -241, 878
910780883, 483, -261, 844
910813879, 486, -266, 851
910846883, 479, -264, 854
910879879, 450, -260, 843
910912883, 448, -247, 858
910945879, 486, -236, 888
910978883, 505, -231, 886
911011888, 494, -243, 840
911044883, 473, -266, 836
911077879, 464, -266, 853
911110883, 464, -253, 865
911143879, 462, -238, 868
911176883, 496, -243, 869
911209879, 502, -247, 864
911242883, 501, -261, 852
911275879, 473, -267, 843
911308883, 476, -262, 850
911341888, 486, -255, 854
911374883, 653, -312, 868
911407879, 685, -313, 894
911440883, 645, -333, 861
911473879, 638, -339, 843
911506883, 691, -340, 815
911539879, 556, -359, 776
911572883, 476, -353, 814
911605879, 372, -299, 818
911638883, 277, -326, 794
911671888, 235, -351, 805
911704883, 179, -334, 828
911737879, 209, -338, 871
911770883, 231, -341, 889
911803879, 278, -362, 882
911836883, 346, -427, 850
911869879, 387, -401, 862
911902883, 471, -362, 903
911935879, 399, -488, 894
911968883, 404, -329, 972
912001888, 447, -251, 947
912034883, 452, -572, 686
912067879, 379, -738, 548
912100883, 386, -872, 535
912133879, 375, -634, 658
912166883, 383, -575, 667
912199879, 428, -627, 658
912232883, 452, -639, 661
912265879, 372, -600, 669
912298883, 366, -620, 710
912331888, 346, -609, 733
912364883, 321, -563, 771
912397879, 301, -555, 830
912430883, 295, -543, 852
912463879, 265, -540, 816
912496883, 249, -569, 793
912529879, 263, -568, 791
912562883, 302, -577, 779
912595879, 300, -609, 779
912628883, 299, -604, 787
912661888, 318, -581, 786
912694883, 317, -608, 739
912727879, 306, -618, 718
912760883, 301, -621, 696
912793879, 297, -638, 690
912826883, 313, -636, 704
912859879, 323, -608, 732
912892883, 315, -598, 731
912925879, 325, -610, 717
912958883, 338, -612, 705
912991888, 343, -622, 708
913024883, 341, -592, 729
913057879, 328, -595, 743
913090883, 345, -590, 766
913123879, 344, -559, 804
913156883, 334, -545, 821
913189879, 330, -533, 822
913222883, 308, -531, 806
913255879, 308, -555, 805
913288883, 305, -552, 804
913321888, 309, -541, 809
913354883, 312, -553, 791
913387879, 299, -551, 778
913420883, 315, -560, 765
913453879, 322, -556, 744
913486883, 326, -566, 745
913519879, 327, -567, 768
913552883, 306, -553, 768
913585879, 318, -554, 779
913618883, 343, -558, 792
913651888, 351, -561, 789
913684883, 359, -570, 793
913717879, 365, -567, 811
913750883, 355, -561, 813
913783879, 331, -565, 776
913816883, 295, -567, 735
913849879, 291, -558, 727
913882883, 332, -551, 747
913915879, 330, -569, 766
913948883, 338, -577, 788
913981888, 352, -560, 820
914014883, 344, -565, 821
914047879, 335, -568, 815
914080883, 313, -581, 773
914113879, 297, -595, 738
914146883, 269, -585, 727
914179879, 279, -591, 726
914212883, 285, -586, 732
914245879, 281, -610, 741
914278883, 297, -584, 773
914311888, 302, -577, 777
914344883, 303, -579, 777
914377879, 304, -583, 773
914410883, 305, -590, 773
914443879, 320, -593, 781
914476883, 301, -591, 780
914509879, 298, -586, 778
914542883, 299, -595, 762
914575879, 298, -597, 743
914608883, 309, -593, 739
914641888, 309, -598, 727
914674883, 308, -617, 725
914707879, 324, -620, 734
914740883, 328, -598, 756
914773879, 329, -589, 753
914806883, 336, -603, 749
914839879, 354, -608, 741
914872883, 347, -604, 734
914905879, 330, -609, 720
914938883, 302, -609, 705
914971888, 302, -594, 760
915004883, 347, -544, 797
915037879, 322, -536, 806
915070883, 322, -559, 805
915103879, 332, -556, 799
915136883, 335, -556, 805
915169879, 335, -554, 807
915202883, 324, -554, 787
915235879, 314, -573, 754
915268883, 313, -571, 740
915301888, 326, -586, 726
915334883, 334, -584, 732
915367879, 339, -572, 741
915400883, 357, -571, 756
915433879, 372, -572, 774
915466883, 362, -566, 765
915499879, 346, -570, 741
915532883, 358, -569, 733
915565879, 386, -575, 737
915598883, 399, -574, 743
915631888, 398, -577, 740
915664883, 377, -585, 714
915697879, 397, -651, 638
915730883, 428, -659, 653
915763879, 434, -500, 751
915796883, 417, -458, 734
915829879, 443, -508, 733
915862883, 484, -551, 750
915895879, 499, -517, 791
915928883, 469, -478, 779
915961888, 453, -481, 767
915994883, 460, -463, 786
916027879, 421, -428, 786
916060883, 394, -406, 827
916093879, 405, -384, 851
916126883, 471, -412, 859
916159879, 485, -421, 855
916192883, 468, -424, 846
916225879, 441, -420, 808
916258883, 453, -431, 784
916291888, 450, -428, 770
916324883, 455, -432, 764
916357879, 479, -444, 759
916390883, 493, -448, 757
916423879, 510, -446, 774
916456883, 511, -445, 762
916489879, 510, -439, 753
916522883, 522, -437, 743
916555879, 537, -468, 748
916588883, 557, -470, 759
916621888, 566, -466, 785
916654883, 550, -452, 799
916687879, 511, -420, 793
916720883, 481, -440, 767
916753879, 446, -451, 734
916786883, 430, -450, 667
916819879, 467, -442, 671
916852883, 495, -456, 677
916885879, 563, -493, 710
916918883, 588, -500, 719
916951888, 589, -490, 726
916984883, 581, -462, 749
917017879, 560, -430, 765
917050883, 534, -429, 761
917083879, 497, -445, 734
917116883, 497, -429, 755
917149879, 508, -423, 789
917182883, 488, -388, 835
917215879, 456, -378, 799
917248883, 431, -411, 780
917281888, 452, -408, 751
917314883, 475, -403, 780
917347879, 502, -375, 814
917380883, 525, -343, 810
917413879, 541, -430, 820
917446883, 525, -399, 805
917479879, 484, -393, 775
917512883, 477, -399, 777
917545879, 487, -363, 793
917578883, 519, -382, 802
917611888, 550, -403, 821
917644883, 588, -427, 834
917677879, 514, -393, 809
917710883, 457, -380, 790
917743879, 407, -386, 798
917776883, 414, -410, 823
917809879, 437, -404, 831
917842883, 417, -397, 821
917875879, 407, -393, 815
917908883, 427, -406, 822
917941888, 444, -406, 813
917974883, 452, -413, 810
918007879, 462, -411, 808
918040883, 452, -417, 800
918073879, 473, -419, 805
918106883, 455, -414, 811
918139879, 451, -406, 810
918172883, 470, -411, 813
918205879, 480, -429, 796
918238883, 460, -433, 778
918271888, 449, -427, 781
918304883, 441, -426, 805
918337879, 440, -408, 820
918370883, 434, -414, 821
918403879, 441, -414, 804
918436883, 463, -427, 801
918469879, 478, -431, 797
918502883, 458, -427, 788
918535879, 456, -426, 799
918568883, 459, -427, 803
918601888, 451, -418, 799
918634883, 452, -419, 795
918667879, 461, -422, 803
918700883, 457, -415, 806
918733879, 464, -414, 807
918766883, 455, -418, 805
918799879, 453, -425, 793
918832883, 457, -423, 801
918865879, 467, -416, 800
918898883, 467, -419, 795
918931888, 470, -419, 790
918964883, 475, -434, 771
918997879, 484, -434, 783
919030883, 505, -429, 797
919063879, 477, -418, 797
919096883, 460, -413, 793
919129879, 461, -418, 795
919162883, 474, -420, 800
919195879, 471, -418, 798
919228883, 466, -418, 794
919261888, 471, -426, 786
919294883, 475, -430, 786
919327879, 469, -421, 783
919360883, 484, -422, 788
919393879, 497, -421, 794
919426883, 492, -424, 790
919459879, 476, -430, 782
919492883, 467, -429, 785
919525879, 474, -414, 794
919558883, 470, -418, 791
919591888, 473, -416, 785
919624883, 481, -420, 783
919657879, 497, -419, 801
919690883, 489, -421, 792
919723879, 483, -422, 788
919756883, 475, -425, 776
919789879, 481, -422, 775
919822883, 503, -431, 779
919855879, 509, -433, 775
919888883, 500, -427, 773
919921888, 494, -427, 775
919954883, 495, -429, 777
919987879, 493, -426, 778
920020883, 490, -426, 777
920053879, 489, -426, 781
920086883, 489, -426, 769
920119879, 498, -436, 767
920152883, 502, -428, 777
920185879, 502, -429, 779
920218883, 488, -430, 773
920251888, 488, -428, 772
920284883, 487, -431, 765
920317879, 498, -430, 775
920350883, 513, -433, 774
920383879, 508, -432, 768
920416883, 501, -434, 758
920449879, 498, -436, 762
920482883, 503, -431, 773
920515879, 498, -433, 771
920548883, 487, -422, 771
920581888, 511, -428, 773
920614883, 518, -434, 777
920647879, 509, -431, 767
920680883, 492, -431, 764
920713879, 488, -428, 764
920746883, 510, -427, 774
920779879, 519, -432, 775
920812883, 508, -430, 767
920845879, 494, -429, 773
920878883, 488, -429, 766
920911888, 507, -424, 766
920944883, 509, -443, 771
920977879, 510, -427, 772
921010883, 521, -428, 767
921043879, 516, -445, 762
921076883, 511, -440, 765
921109879, 479, -432, 759
921142883, 485, -433, 760
921175879, 487, -438, 760
921208883, 486, -431, 763
921241888, 507, -443, 749
921274883, 511, -440, 748
921307879, 526, -445, 742
921340883, 528, -451, 747
921373879, 538, -447, 755
921406883, 518, -439, 752
921439879, 511, -440, 750
921472883, 517, -436, 760
921505879, 520, -438, 762
921538883, 519, -431, 762
921571888, 517, -434, 761
921604883, 513, -439, 759
921637879, 508, -435, 756
921670883, 510, -433, 765
921703879, 516, -431, 771
921736883, 515, -431, 755
921769879, 521, -441, 751
921802883, 522, -435, 749
921835879, 523, -440, 747
921868883, 528, -434, 761
921901888, 513, -436, 752
921934883, 509, -438, 751
921967879, 514, -433, 755
922000883, 526, -433, 752
922033879, 527, -437, 756
922066883, 518, -438, 757
922099879, 507, -439, 747
922132883, 510, -429, 753
922165879, 534, -445, 750
922198883, 544, -444, 745
922231888, 529, -442, 738
922264883, 519, -440, 741
922297879, 538, -440, 759
922330883, 548, -432, 764
922363879, 508, -431, 743
922396883, 504, -432, 752
922429879, 529, -436, 760
922462883, 527, -437, 750
922495879, 526, -433, 743
922528883, 532, -442, 734
922561888, 550, -446, 734
922594883, 556, -443, 744
922627879, 540, -436, 751
922660883, 514, -431, 749
922693879, 507, -436, 752
922726883, 520, -430, 754
922759879, 528, -426, 757
922792883, 537, -428, 752
922825879, 548, -437, 738
922858883, 546, -446, 737
922891888, 536, -442, 740
922924883, 522, -432, 746
922957879, 520, -430, 758
922990883, 523, -431, 756
923023879, 540, -427, 753
923056883, 538, -433, 746
923089879, 528, -442, 733
923122883, 532, -443, 739
923155879, 530, -435, 747
923188883, 545, -438, 738
923221888, 555, -437, 729
923254883, 563, -445, 727
923287879, 559, -449, 724
923320883, 539, -443, 731
923353879, 537, -432, 746
923386883, 536, -415, 766
923419879, 535, -437, 736
923452883, 535, -456, 720
923485879, 556, -454, 719
923518883, 567, -445, 736
923551888, 550, -440, 737
923584883, 532, -424, 742
923617879, 546, -438, 752
923650883, 543, -432, 747
923683879, 533, -441, 726
923716883, 542, -437, 728
923749879, 561, -442, 734
923782883, 559, -441, 728
923815879, 550, -441, 725
923848883, 532, -450, 733
923881888, 533, -437, 739
923914883, 545, -437, 741
923947879, 561, -443, 721
923980883, 561, -441, 724
924013879, 553, -438, 730
924046883, 548, -446, 730
924079879, 544, -446, 732
924112883, 533, -443, 728
924145879, 560, -440, 723
924178883, 574, -442, 734
924211888, 565, -437, 730
924244883, 532, -432, 734
924277879, 531, -426, 744
924310883, 540, -439, 739
924343879, 550, -450, 717
924376883, 567, -451, 712
924409879, 588, -466, 675
924442883, 616, -463, 701
924475879, 597, -443, 721
924508883, 535, -434, 727
924541888, 524, -428, 743
924574883, 530, -443, 740
924607879, 543, -433, 743
924640883, 549, -445, 712
924673879, 575, -455, 705
924706883, 592, -454, 700
924739879, 590, -457, 693
924772883, 577, -462, 691
924805879, 569, -453, 709
924838883, 563, -442, 724
924871888, 560, -444, 723
924904883, 562, -441, 717
924937879, 567, -447, 719
924970883, 566, -445, 716
925003879, 558, -445, 716
925036883, 557, -444, 720
925069879, 552, -446, 713
925102883, 582, -442, 719
925135879, 591, -447, 715
925168883, 581, -455, 694
925201888, 565, -455, 690
925234883, 568, -452, 698
925267879, 578, -450, 720
925300883, 566, -441, 715
925333879, 553, -441, 711
925366883, 577, -448, 719
925399879, 583, -441, 714
925432883, 569, -444, 710
925465879, 559, -449, 716
925498883, 562, -447, 724
925531888, 554, -438, 711
925564883, 576, -453, 704
925597879, 590, -451, 707
925630883, 592, -451, 699
925663879, 579, -451, 702
925696883, 571, -455, 703
925729879, 561, -446, 717
925762883, 562, -446, 713
925795879, 572, -447, 710
925828883, 582, -448, 699
925861888, 592, -452, 702
925894883, 591, -454, 705
925927879, 561, -452, 697
925960883, 559, -446, 715
925993879, 573, -445, 722
926026883, 571, -447, 707
926059879, 575, -449, 697
926092883, 586, -453, 699
926125879, 586, -454, 705
926158883, 574, -448, 705
926191888, 558, -450, 706
926224883, 569, -442, 718
926257879, 574, -444, 712
